target,id,date,query,user,text
4,1997502411,Mon Jun 01 16:57:54 PDT 2009,NO_QUERY,iamkhayyam,@BuzzEdition 182tabs   http://bit.ly/2W3GXa
4,1999966820,Mon Jun 01 21:09:13 PDT 2009,NO_QUERY,Agurn2009,good night every one...early to bed early (again) to wake up tomorrow 
0,1996570262,Mon Jun 01 15:18:31 PDT 2009,NO_QUERY,danzisko,@sheryl318 Tickets are non-transferrable.  You have to show proof of ID when you pick up your badge. 
0,2233270000,Thu Jun 18 21:05:58 PDT 2009,NO_QUERY,Miketisdale,I can't see my followers  It says &quot;Something is technically wrong&quot; 
0,1972424887,Sat May 30 09:11:58 PDT 2009,NO_QUERY,HaMaLi2,really wants to go back to bed but im not allowed i have to go shopping for kids b-day party 
0,2185779893,Mon Jun 15 17:53:40 PDT 2009,NO_QUERY,Yazz_a_Bella,"no tracks= no working out= failure  to get right and to be tight, ugh"
4,2175757658,Mon Jun 15 01:54:49 PDT 2009,NO_QUERY,Miss_Jennyy,@__Greer__ wanna hang out Tuesday - Friday? Oh wait... You have WORK!!!  haha I love you. I need to see you asap.
4,1980943276,Sun May 31 08:03:06 PDT 2009,NO_QUERY,kellyohno,"@filmsnobbery donated yesterday, doubt ill win but i dont care as long as the $ is going to help others, thats the important part "
0,1983043146,Sun May 31 12:23:38 PDT 2009,NO_QUERY,DrewK30,Greinke allows 3 runs for the first time all season. 
4,2012864896,Tue Jun 02 21:26:21 PDT 2009,NO_QUERY,Marla_n_Scott,@gcrush Got some AMAZING footage yesterday for earthcrush  Looking through it now..
0,2069750282,Sun Jun 07 16:27:30 PDT 2009,NO_QUERY,WeaponX_PHIQ,I'm really mad santigold is here and im missing it ! 
0,2198871115,Tue Jun 16 16:41:25 PDT 2009,NO_QUERY,Crystal89white,Still chillin at home... Boring day so far 
0,2070086888,Sun Jun 07 17:04:21 PDT 2009,NO_QUERY,TheEriconfire,Ugh work 2:30pm-1:00am. 
0,2064391909,Sun Jun 07 06:08:14 PDT 2009,NO_QUERY,maeveypoop,Spent the weekend with @rosskieswetter. Now study time 
0,1555844618,Sat Apr 18 20:51:33 PDT 2009,NO_QUERY,andreawarren25,my baby girl is sick. she had to go to the ER today with a bad ear infection. my poor sweet girl. 
4,1469243009,Tue Apr 07 05:44:11 PDT 2009,NO_QUERY,kate2821,@purpleplant teehee i would so share if there was but sadly no it's really just holiday brain 
4,2014046894,Wed Jun 03 00:18:19 PDT 2009,NO_QUERY,MalcolmJay2008,yeessss  wat else can u do after dat besides sleep....lol....
4,1677222869,Sat May 02 01:00:48 PDT 2009,NO_QUERY,Silkjaer,"Thilde is sleeping in the garden, wifes sleeping too ... Time to watch House MD "
4,1822648376,Sat May 16 20:03:50 PDT 2009,NO_QUERY,peacejemlove,off to Parkwest 
0,2046287496,Fri Jun 05 11:57:52 PDT 2009,NO_QUERY,Poynter_Jones_x,"Has just realised, my hair has gone 'KAPOW' because it has dried and gone curly  i fell like a puff ball "
0,2219358914,Thu Jun 18 00:21:29 PDT 2009,NO_QUERY,Snailxc,http://twitpic.com/7p0w5 - I want a lovebird 
4,2190668916,Tue Jun 16 03:23:31 PDT 2009,NO_QUERY,RachelCarver,Yesterday was the best day ever!!! 
0,1989714262,Mon Jun 01 02:32:50 PDT 2009,NO_QUERY,razaeletan,I am so sick right now 
4,2046067238,Fri Jun 05 11:38:41 PDT 2009,NO_QUERY,kellymccausey,Info Overload Syndrome?? Comment on this to be entered to win a Spa Certificate  http://bit.ly/eklt0
0,1677755408,Sat May 02 03:48:43 PDT 2009,NO_QUERY,Derek_W85,ï¿½97 for a new laptop battery!!!! Not amused 
0,2327421676,Thu Jun 25 08:19:35 PDT 2009,NO_QUERY,_pushingmeaway_,@Jlienx You are not thinking different about me are you ? 
4,2058895973,Sat Jun 06 15:50:38 PDT 2009,NO_QUERY,compressionla,@theragamuffin thanks for coming out and staying the whole time. You = true school. 
4,2004303855,Tue Jun 02 07:59:44 PDT 2009,NO_QUERY,MDobson84,@anyabast your cat thought you made him a new bed. 
0,2306285955,Tue Jun 23 22:05:10 PDT 2009,NO_QUERY,reeree11,@tanJOReen ya our company is special like that..ps we on tha same boat..i wanna c transformers but cant 
0,1976437052,Sat May 30 17:19:40 PDT 2009,NO_QUERY,TweetieBerry,ahhh it's an end of an era.....the tonight show with jay leno ended 
4,2190798336,Tue Jun 16 03:45:25 PDT 2009,NO_QUERY,icarusforde,@humanintersect its awesome.  And whats your book about? I wanna know. (Nosey tonight)
4,1880205012,Fri May 22 00:26:30 PDT 2009,NO_QUERY,ScottMcGregor,I've been having fun playing with Light Craft's &quot;new photo editor for the rest of us&quot;   www.lightcrafts.com/aurora/
0,2053704539,Sat Jun 06 05:26:45 PDT 2009,NO_QUERY,jennypoynter,"whenever i vote for tom, it doesnt work "
4,2190353451,Tue Jun 16 02:29:17 PDT 2009,NO_QUERY,NathanaelB,Playing with my blood pressure / heart rate gadget I bought on Zazz the other day 
4,1693089181,Sun May 03 21:32:07 PDT 2009,NO_QUERY,K2C_Phoenix,Rock On!  The Quick'n the Dead! Leo reminds me of River in this one  Kewli way to round out the night!
0,2178177549,Mon Jun 15 07:18:42 PDT 2009,NO_QUERY,mateuszlatawski,I have to design website for fishing club and put this shit on free server  whats a crap 
4,2052486287,Sat Jun 06 00:53:47 PDT 2009,NO_QUERY,erizego,"Getting ready for a shower and then to my boyfriends  We are going to her moms little town to jut relax, I'll try to ceck this out there."
0,2325679644,Thu Jun 25 05:53:10 PDT 2009,NO_QUERY,jovitamertju,miss my school so much 
4,1695411556,Mon May 04 06:04:07 PDT 2009,NO_QUERY,bobocoyle,@demr_awd I'm gonna have to disagree my friend.  The coolest one on the planet is sitting right next to me. 
0,1975088926,Sat May 30 14:25:28 PDT 2009,NO_QUERY,emmarossx,@nicole_b86 leanne requested pink and i requested smile lolol 
4,1978246931,Sat May 30 22:49:14 PDT 2009,NO_QUERY,Lil_Miss_Clumsy,@xoxolovebug Oh my God Karen you can't just ask someone why they're white @judexmurphy 
0,2214340594,Wed Jun 17 16:36:16 PDT 2009,NO_QUERY,mstephaniejamil,"Cure me, cure me, cure me!!!!!  I don't like being sick."
0,2066473546,Sun Jun 07 10:35:15 PDT 2009,NO_QUERY,serbchicknaynay,watching gossip girl   can't belive i'm almost up to the last episode  xo
0,2057255773,Sat Jun 06 12:39:45 PDT 2009,NO_QUERY,john_diaz,its is 3:39 pm on a saturday afternoon and i have nothing to do...I'M SO BORING 
4,1982233101,Sun May 31 10:47:49 PDT 2009,NO_QUERY,c2theg,working on the pool... its almost done 
4,1556628459,Sat Apr 18 23:37:44 PDT 2009,NO_QUERY,StarrahPenzHitz,@TRAKGIRL lol wrong spelling haha but I know you're talking about me  lol Thankszzzzz glad you like it.
0,2015823382,Wed Jun 03 05:35:43 PDT 2009,NO_QUERY,joe2schmo,is desperatly looking for his voice recorder!!! 
0,1564464815,Mon Apr 20 03:37:09 PDT 2009,NO_QUERY,Kaydeescrafts,I have come to the conclusion that our Saturday orders do not get sent by RM on Saturdays 
0,2014146156,Wed Jun 03 00:35:50 PDT 2009,NO_QUERY,bpkid,@rileyclarkson well I don't ;) I can't stand spammers 
0,2225711605,Thu Jun 18 11:03:21 PDT 2009,NO_QUERY,ica_2009,just want to live a happy life!! why theres always something that take ur happiness away?!?!? 
4,1985608685,Sun May 31 17:26:02 PDT 2009,NO_QUERY,leochlds,Barnaby Joyce reckons Kevin Rudd is a &quot;psycho chook&quot; http://ow.ly/agu4 That one will have to go down as an historic quote 
0,2241247881,Fri Jun 19 10:43:11 PDT 2009,NO_QUERY,wishishere,@musicaldyari me too....all this rain sucks tho...  
0,2234345385,Thu Jun 18 22:52:55 PDT 2009,NO_QUERY,BELiiEVEinMagic,@AimeeJ16 what happened?! Why are you crying? You okay babes? 
4,1833615498,Sun May 17 23:52:11 PDT 2009,NO_QUERY,HeatherSchultz,The Cheesecake Factory was soooo good. Brought home A LOT of left overs. Had such a fun conversation with someone from home 
4,1993905380,Mon Jun 01 11:06:40 PDT 2009,NO_QUERY,MissD757,@_MiKaL_ LMAO Zip it Mik!! :-P Aren't I always behaved?? &quot;See my halo. Halo. Haloooooo ooo oo ooooo&quot; O 
0,2059231526,Sat Jun 06 16:30:49 PDT 2009,NO_QUERY,kidbleek,I broke my left arm again! on the diving board...   It hurts so bad...
0,2184452633,Mon Jun 15 15:56:00 PDT 2009,NO_QUERY,___Momo,Fuck! my alarm wasn't set. I feel icky waking up at this time... 
4,1960396921,Fri May 29 07:53:58 PDT 2009,NO_QUERY,jfkjohan,"@Hadramie yo come tomm man to RELAY FOR LIFE in bukit jalil! its for cancerrrrrrr... come........ msn training grounds, 6pm  bukit jalil!"
0,2231388722,Thu Jun 18 18:28:38 PDT 2009,NO_QUERY,kaylive,well now i lost someone and im back at 99 dammit   â« http://blip.fm/~8hcbh
4,1685462695,Sun May 03 00:30:04 PDT 2009,NO_QUERY,KitKat423,"@DonnieWahlberg if you don't , I hope for the chance to show u. I already got an idea for DD too but that one won't take as long as this "
4,1967964825,Fri May 29 20:31:39 PDT 2009,NO_QUERY,Keleigh,"@jamespero I like, never #followfriday so I thought I'd join the fun. "
0,2182643074,Mon Jun 15 13:26:38 PDT 2009,NO_QUERY,spankmeimamish,dont feel that well 
4,2189732839,Tue Jun 16 00:46:00 PDT 2009,NO_QUERY,CuzoBoy,THX FOR THE FOLLOWS GUYS 
4,1678943654,Sat May 02 08:08:09 PDT 2009,NO_QUERY,StinaWidman,My 8 pound cat is such a BOB CAT.. LoL but i love her 
0,2229441687,Thu Jun 18 15:44:00 PDT 2009,NO_QUERY,Shelby_June,@ginamarieO53 to bad it's not at the drive ins  
4,1957660732,Fri May 29 01:11:50 PDT 2009,NO_QUERY,djackmanson,@missamanda depends how early they start smoking 
4,1992167110,Mon Jun 01 08:18:53 PDT 2009,NO_QUERY,modgirlred,@cst  you asked for it.... 
4,1753759155,Sun May 10 03:17:41 PDT 2009,NO_QUERY,hannaberkenfeld,sport-day with charlotte 
0,2063097423,Sun Jun 07 01:21:32 PDT 2009,NO_QUERY,JennieBaker,"It's 3:20 and I'm not really tired, and my sinuses are bad so my head is killing me "
4,1834770852,Mon May 18 04:08:54 PDT 2009,NO_QUERY,gailywonder,@anngelicaZ hahah i'm up writing my paper too! nice to know i'm not alone  haha
4,1822942298,Sat May 16 20:44:43 PDT 2009,NO_QUERY,JasmineNicoleee,when you are a junior prom weekend is only good for one thing and one thing only 
4,1956965868,Thu May 28 23:09:00 PDT 2009,NO_QUERY,katrinawebb,i really want to punch my principal in the face. i think it would be a great acheivement. talk about boom boom POW! 
4,2055758634,Sat Jun 06 09:54:12 PDT 2009,NO_QUERY,basvodde,"@pekkaklarck Haven't been there yet. But as I was in Japan 2 days ago, I decided not to have sushi this time "
0,2061377864,Sat Jun 06 20:44:35 PDT 2009,NO_QUERY,billiegirltoo,i can't wait to be able to afford to thrift shop anthropologie.com sort of styles 
0,2202481435,Tue Jun 16 21:52:13 PDT 2009,NO_QUERY,tuotierugif,Jealous/Sad I can't look up at the sky and see stars at night  lol @dolcelaalaa
4,2060345236,Sat Jun 06 18:43:52 PDT 2009,NO_QUERY,tomeduarte,"#tdg ended up working a lot more in project A, but sometimes you just can't help it "
0,2252964897,Sat Jun 20 07:20:04 PDT 2009,NO_QUERY,robynhester,"dance rehersal, work, dance recital. can't even go home in between  busy, busy day."
4,2177165437,Mon Jun 15 05:35:05 PDT 2009,NO_QUERY,sooperstef,: happy birthday billy 
0,2181665686,Mon Jun 15 12:08:01 PDT 2009,NO_QUERY,demiswissfan,"is so sad that she can't vote for demi lovato, who is nominated for the teen choice awards  i have to live in the United Stated :| vote!!!"
0,1554077883,Sat Apr 18 16:00:27 PDT 2009,NO_QUERY,hannah_wish01,"Jus ate an easter egg, now I feel bad "
0,2191764083,Tue Jun 16 05:55:41 PDT 2009,NO_QUERY,realchrissystar,woah Grams isn't upset..she's understanding..Now if I could just get my head on straight about everything else..  xx
4,1998025710,Mon Jun 01 17:52:02 PDT 2009,NO_QUERY,kerrslash,Summer is here and exams are over...Life is finally streeless 
0,1990278959,Mon Jun 01 04:25:15 PDT 2009,NO_QUERY,Milteezyfosheez,Good morning. I woke up a couple of minutes ago. My phone was almost destroyed last night. I went to sleep at 2. And I'm exhausted. 
0,1754846765,Sun May 10 07:33:21 PDT 2009,NO_QUERY,momomadeit,most of the food prep is done - one of the kids will be here - will miss the others. 
0,1827031947,Sun May 17 09:50:49 PDT 2009,NO_QUERY,demiswissfan,"@HanaStephenson omg.. that doesn't sound good!  How can I help you? I'm really there for u, for any help and everytime! Okay? love u xoxox"
4,1558914453,Sun Apr 19 09:45:11 PDT 2009,NO_QUERY,GwynT,It's a beautiful day here in Sedona. Going out to play now 
4,2177659665,Mon Jun 15 06:29:22 PDT 2009,NO_QUERY,cazzerhd5,#iremember when we wud go ridin our bikes down at da quarry  gud times 
4,1828003330,Sun May 17 11:53:33 PDT 2009,NO_QUERY,nicolajoiner,@Emmablanch yup  we were second at one point!
0,2016715455,Wed Jun 03 07:14:35 PDT 2009,NO_QUERY,LaSeleniata,"Back at work  Oh well, only three more days until VEGAS!!!"
0,1965762128,Fri May 29 16:29:53 PDT 2009,NO_QUERY,LenyRodriguez,I really want to go see UP!  haha. Tooo cute! (:
4,1755347260,Sun May 10 08:54:26 PDT 2009,NO_QUERY,EveMoran,Is having sausage and mash for tea and reckons Hannah Montana the movie is great.. I know I'm 19... It is fab tho 
0,2230723708,Thu Jun 18 17:30:52 PDT 2009,NO_QUERY,Shinybiscuit,@thecraigmorris NO  They were nice well behaved kids with wool for hair. Don't be mean.
0,2053899970,Sat Jun 06 06:01:42 PDT 2009,NO_QUERY,Dormousezzzz,"@garethslee mutter mutter mutter, we can't get it "
4,2061064021,Sat Jun 06 20:06:28 PDT 2009,NO_QUERY,punkiefly,my Boston Terrier fell asleep to &quot;Wish&quot; by NIN.... her lullaby 
0,2052386287,Sat Jun 06 00:33:25 PDT 2009,NO_QUERY,lisanne77,"Wow, was cold up in Lancefield for first day of 3 day cycling tour!  Next 2 days even colder and maybe wet "
4,1978554949,Sat May 30 23:43:30 PDT 2009,NO_QUERY,MizzJonas23,@melannievc yeah me too !!!! 
0,2246380921,Fri Jun 19 17:30:38 PDT 2009,NO_QUERY,RKauff7777,@commish24 RIP Gary Papa.   Came home and saw the tributes on TV.  So sad.  Really hits home since Papa first got sick when Larry did.
0,1962807659,Fri May 29 11:42:18 PDT 2009,NO_QUERY,dannyswrld,@tapulous You always catch me away from my computer.  ?
4,1760245902,Sun May 10 21:01:38 PDT 2009,NO_QUERY,KimberlyMixon,Had a fun day with Jazzyphae and Trick Nasty!  colorful socks and bowling is our kind of fun!!!!
4,1999668855,Mon Jun 01 20:37:00 PDT 2009,NO_QUERY,arianna_skye,@cjewel lol that site's pretty cool. 
0,1881216623,Fri May 22 03:59:20 PDT 2009,NO_QUERY,Snoopit,I hate this day !! 
4,2190572944,Tue Jun 16 03:06:49 PDT 2009,NO_QUERY,beastorm,Watchin tv &amp; chillin out 
0,1468036770,Mon Apr 06 23:22:50 PDT 2009,NO_QUERY,imcute519,@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old 
0,1977978695,Sat May 30 22:08:41 PDT 2009,NO_QUERY,Aubretarded,My body hates me  excruciating pain. Last night in Newark and I'm sober hmm
0,2016240850,Wed Jun 03 06:25:47 PDT 2009,NO_QUERY,clrumbaugh,"@RandomTrouble OMG, for me, that would be the best cinnamon raisin bagel EVER!!!! Sorry yours lacks them "
0,1558968366,Sun Apr 19 09:54:08 PDT 2009,NO_QUERY,KelseyBeaulieu,have to finish a weeks worth of missed school all today. unfortunately that means writing 5 essays... what a joy 
4,2186698376,Mon Jun 15 19:12:32 PDT 2009,NO_QUERY,dominadoll,@Pleasurists you have mine I think 
0,1979182295,Sun May 31 01:58:13 PDT 2009,NO_QUERY,hectorrosie,@missSummer i sawwy 
4,2175590253,Mon Jun 15 01:25:15 PDT 2009,NO_QUERY,Kni8R1d3R,"@deeptiArora hi, nice2catch ya on tweeter! Bak2urQuestion2ankit.. He is d VP of his cmpny - indiahotelreview.com!! N I m proud of him!! "
4,1989971209,Mon Jun 01 03:26:56 PDT 2009,NO_QUERY,mikeisberto,@kinagrannis that sounds gooood!! 
4,2185286666,Mon Jun 15 17:09:25 PDT 2009,NO_QUERY,KiwiKimberly,Is hoping to get cheaper car insurance tonight... fingers crossed!!! 
0,1553583078,Sat Apr 18 14:39:34 PDT 2009,NO_QUERY,lostdeviant,Updating wordpress plugins...  yes a day without new artwork 
0,2260969674,Sat Jun 20 20:03:30 PDT 2009,NO_QUERY,tonyvisme,@kellbell68 I'd shape shift then go to Ohio and then........nvm I'll behave 
0,1991228887,Mon Jun 01 06:39:02 PDT 2009,NO_QUERY,findub,"my long weekend in Sweden was lovely, but way too short  now on my way back to Dublin, then Malta for the rest of the week (4 business!)"
0,2039819895,Thu Jun 04 22:53:25 PDT 2009,NO_QUERY,CSSVT,Damnit. Laundry is still damp 
0,1755302114,Sun May 10 08:47:19 PDT 2009,NO_QUERY,joegillen,cleaning my room 
4,1957712283,Fri May 29 01:21:56 PDT 2009,NO_QUERY,paperlanterns,im getting a pink visa debit card! 
0,2033938101,Thu Jun 04 13:23:44 PDT 2009,NO_QUERY,Becca_Boot,Watching Slumdog &amp; hopig this headache goes - thoughI doubt it will - feels like it's going to be a migraine... 
4,1563660835,Sun Apr 19 23:42:59 PDT 2009,NO_QUERY,uxrob,@tcollins howdy. Hope all is well. We're great. Looking forward to the arrival of your (I think) niece. 
4,1883304056,Fri May 22 08:20:15 PDT 2009,NO_QUERY,drable,@i_icarus thanks  how are you doing?
4,1979040588,Sun May 31 01:23:57 PDT 2009,NO_QUERY,CandyKill,Heyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy yeah im happy 
0,2231499460,Thu Jun 18 18:38:00 PDT 2009,NO_QUERY,Edwardnet,@YankeeMegInPHL TOTALLY!! I need a shower  lol
0,1684946632,Sat May 02 22:32:36 PDT 2009,NO_QUERY,one2bettygo,Oh my gawd. Eleven thirty a.m. not p.m.  no yo gabba gabba tonight.
0,2247684368,Fri Jun 19 19:28:04 PDT 2009,NO_QUERY,OneLove1Planet,I don't know! but now i'm sad now 
0,2068919884,Sun Jun 07 14:56:34 PDT 2009,NO_QUERY,Robbie_Letelier,@Wossy Gutted that Mags won't be back next year 
4,2014330320,Wed Jun 03 01:10:24 PDT 2009,NO_QUERY,mellaniasog,ahaha my dad's foot twitches in his sleep. like my dogs'. 
0,2264629388,Sun Jun 21 04:28:15 PDT 2009,NO_QUERY,sistercarrion,"@Becky_H oh love, sorry to hear about the dog "
4,2057010282,Sat Jun 06 12:12:15 PDT 2009,NO_QUERY,EddY2K,@trish1972 of course silly me  enjoy both nap and dinner
4,2045689739,Fri Jun 05 11:05:35 PDT 2009,NO_QUERY,mcbilly,@marhgil Way to go marh. Haha 
0,2004738173,Tue Jun 02 08:39:58 PDT 2009,NO_QUERY,CasioKayleigh,Gtg into work early 
4,2060188066,Sat Jun 06 18:25:47 PDT 2009,NO_QUERY,ruseckas,After swimming in Santa Monica beach now i'm sitting in my hostel (LA) and drinking beer 
0,1692553928,Sun May 03 20:14:55 PDT 2009,NO_QUERY,Sorooosh,having breakfast and think about my damn boss and how to pass day with his bullshit   !!!!!!!!!!!!!!!!!!!!
4,1993120738,Mon Jun 01 09:51:55 PDT 2009,NO_QUERY,Art_By_IDEITY,@JDJ22 sowwy...have a good day. I am so far  actually it's great! I need a name for my car. Please help...
0,1688965907,Sun May 03 12:19:09 PDT 2009,NO_QUERY,amorelane,My body's sore  I need a massage. Anyone???
4,1881899662,Fri May 22 05:48:49 PDT 2009,NO_QUERY,jboxall,Had lovely farewell lunch with team - &amp; returned to good luck card from girls in legal.  Feeling I will be missed! After so little time 
4,1994863679,Mon Jun 01 12:34:38 PDT 2009,NO_QUERY,beachblondieeXo,glow in the dark wiffle ball tonight woo 
4,1793773814,Thu May 14 03:56:44 PDT 2009,NO_QUERY,caitlyn1323,rice crispies and coffee  school then cheerleading meet and greet!
0,2015256789,Wed Jun 03 04:09:41 PDT 2009,NO_QUERY,valtan29,"I will wake up at 11pm! &amp; write 2,000 more words!  Shldn't have had such a wild weekend."
4,2188030225,Mon Jun 15 21:11:11 PDT 2009,NO_QUERY,ggumin,"Monday night hanging outside in front of the fire, Soulive playing, and some Bushmills...ahhhhhh "
4,1970654894,Sat May 30 04:43:38 PDT 2009,NO_QUERY,DancingDuck,I'm up.  Wahey. Should do revision but cbb.
4,1685406250,Sun May 03 00:15:10 PDT 2009,NO_QUERY,KathyWithaK_,@ShakaZine I wish I had a fun name like that  I heart your ShakaZine handle btw
0,1551117252,Sat Apr 18 08:11:42 PDT 2009,NO_QUERY,TonyX17,I was kind of a man-whore last night 
0,2004674694,Tue Jun 02 08:34:05 PDT 2009,NO_QUERY,Twixted4NKOTB,"@YoungQ omg, u did not tel lme u were in chat!! "
0,1677149557,Sat May 02 00:40:33 PDT 2009,NO_QUERY,yvonnemarrs,Trying to decide whether to post everything or get into London and hand deliver those. Postage will cost a fortune otherwise! 
4,1989517104,Mon Jun 01 01:50:23 PDT 2009,NO_QUERY,hayleyyx,"@AngelIbarra well London should be be better  can't wait, haha! x"
0,2232229611,Thu Jun 18 19:37:46 PDT 2009,NO_QUERY,L20music,"Just broke the news about me going into the Army to my boys B4theh8, yeah its gonna suck not performing with these guys anymore "
0,1972392032,Sat May 30 09:08:16 PDT 2009,NO_QUERY,Gilgamesh247,@chariito_arg aww dun be mad 
4,1795606387,Thu May 14 08:03:47 PDT 2009,NO_QUERY,victorjotero,"Wow, another sub in Chem? Oh boy  lmao"
0,1956880691,Thu May 28 22:55:51 PDT 2009,NO_QUERY,gianneboo,"HE HATES DRAMA, AS MUCH AS I HATE HIS EMOTIONS.  WHAT IS GOING ON?"
4,1881087456,Fri May 22 03:33:28 PDT 2009,NO_QUERY,Prayter,"@iJordache ill pray to cher, yeh? Make sure your not late...i no your type!  Love Love Love: @iJordache ill pr.. http://bit.ly/frKSi"
0,2002003369,Tue Jun 02 02:49:06 PDT 2009,NO_QUERY,cathsoepadhi,"@LanAlexander whattt! your watching pcd, argh i hate you   haha am at home studying for business.... GREAT!! Not!"
4,2054124998,Sat Jun 06 06:37:13 PDT 2009,NO_QUERY,Belinda_Rose,Off to the Royal Academy 
0,2200759126,Tue Jun 16 19:20:03 PDT 2009,NO_QUERY,missmaebell,is just sick that she forgot to raid merritt island's office depot of her favorite-not-available-anywhere-else-pen. 
4,1550877204,Sat Apr 18 07:31:10 PDT 2009,NO_QUERY,bvdhaterd,@Danischouten combination of both 
0,2217688364,Wed Jun 17 21:13:56 PDT 2009,NO_QUERY,chelrose,"@littlelindseyyy it's true, i did.  but, i had too many characters. "
0,2064925001,Sun Jun 07 07:29:52 PDT 2009,NO_QUERY,hollyalyxfinch,Just fell in love with a little albino baby in bunny in Now4Pets! He was adorable and jumped up and us and everything! Can't get him now 
0,1978519889,Sat May 30 23:36:52 PDT 2009,NO_QUERY,C_Michelle,Has the sad puppy face on and lord knows my lips are to big to be pouting. 
4,1880991963,Fri May 22 03:13:24 PDT 2009,NO_QUERY,DisasterInHell,Hey boys and girls 
0,1989826270,Mon Jun 01 02:57:01 PDT 2009,NO_QUERY,MissKate06,@Teachermahn Whyyyyyy? 
0,1979891293,Sun May 31 04:55:15 PDT 2009,NO_QUERY,AndyCarolan,'thought for the day' ..... room temperature soya milk isnt nice 
4,2178279373,Mon Jun 15 07:27:56 PDT 2009,NO_QUERY,Followership,"Hey thanks for the add. If you get a minute, check out my site @ http://websitedotws.ws Making people happy since 1999  Craig Drew /  ..."
0,2226759729,Thu Jun 18 12:21:02 PDT 2009,NO_QUERY,LaurenCarll,this weather needs to stop. i am going to scream if it rains one more day! 
0,1573112622,Mon Apr 20 23:46:15 PDT 2009,NO_QUERY,quyenne,i'm tired and i still haven't finished my hwk. sad 
0,1833950992,Mon May 18 01:03:29 PDT 2009,NO_QUERY,SunshineeKiid,am i like the only one who hasnt seen clueless 
0,2231605805,Thu Jun 18 18:46:55 PDT 2009,NO_QUERY,sellytapgirl,"He's super tall next to Cat, too. Time for a bad rapper "
0,2008649171,Tue Jun 02 14:26:53 PDT 2009,NO_QUERY,chadstoffel,Made 1st break was up but fell a bit near the end if the 2nd level.  Not too bad though. 3550 in chips
4,1558532990,Sun Apr 19 08:39:57 PDT 2009,NO_QUERY,TheAcademyIs182,Leaving in 10 minutes! 17 Again. Zac Efron 
0,1967193965,Fri May 29 19:08:23 PDT 2009,NO_QUERY,amirtalai,Cant tell who is more anemic- the nuggets or the fans 
0,1970490035,Sat May 30 04:04:32 PDT 2009,NO_QUERY,sksalsa,My PC is down... 
4,1752823109,Sat May 09 23:06:47 PDT 2009,NO_QUERY,DanTheManAUS,"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that "
4,2053749666,Sat Jun 06 05:35:06 PDT 2009,NO_QUERY,robd8,Time for a spot of lunch in a wet Oxford. 
0,1559542597,Sun Apr 19 11:24:55 PDT 2009,NO_QUERY,kovshenin,Greets everyone. Great weekend? Having some coke 'n chips. Couch potato ;) Back to work tomoz 
4,2189064930,Mon Jun 15 23:09:45 PDT 2009,NO_QUERY,Joker2008,@applegurl gr8 to hear! Just got a &quot;I'm a mac&quot; shirt saw by your last vid  .... And wait for OS 3 diwnl. 
4,1824582722,Sun May 17 02:00:58 PDT 2009,NO_QUERY,effingcards,@mati4real You got facebook? http://tinyurl.com/c44c6r Come join up!  x
4,1970067678,Sat May 30 02:19:16 PDT 2009,NO_QUERY,stfn42,First night of #ph7d9 was great. Tonight is probably even going to be epic 
0,1551546628,Sat Apr 18 09:20:34 PDT 2009,NO_QUERY,mayawesome,I swear our Spring Break went superrrrr fast 
0,1468831042,Tue Apr 07 03:57:47 PDT 2009,NO_QUERY,andypandy088,@lizzy1e Just out of interest how much RAM does that laptop have? Vista is very memory hungry... 
0,2072080590,Sun Jun 07 20:22:04 PDT 2009,NO_QUERY,jenina_,All my friends are in different area codes and time zones 
0,1824926821,Sun May 17 03:33:37 PDT 2009,NO_QUERY,CheeseKakie,@Beer_n_Skittles family crest?!? twitpic it! still no credit. 
4,1969784024,Sat May 30 01:12:50 PDT 2009,NO_QUERY,barbfh,@sallythomsett Who do you mean?  There are a couple of whingey boohooers  
0,2221023413,Thu Jun 18 04:31:46 PDT 2009,NO_QUERY,MacNH,"Back into dreary today.  Oh, and for the next five days! "
0,1974473435,Sat May 30 13:12:26 PDT 2009,NO_QUERY,chelssmiesterr,I want to sleeep so bad but too much to do  gage's tonight!
0,2247144937,Fri Jun 19 18:39:24 PDT 2009,NO_QUERY,Muffcake_Dee,i'm out of Dr. Pepper....  
4,1969820389,Sat May 30 01:21:00 PDT 2009,NO_QUERY,s1131,@fuzzymuzzy baha. you guys kissed 
0,2326561002,Thu Jun 25 07:12:24 PDT 2009,NO_QUERY,iamrichgirl,"at work feeling a little down... @ohmygela nice! Imma visit your site again a little later... and oh, try to rest for a while... "
0,1468720998,Tue Apr 07 03:21:52 PDT 2009,NO_QUERY,jrawling,"I hate coming in early, throws me right out with lunch. Been hungry for the past two hours - 40 minutes still to go. "
0,2249442610,Fri Jun 19 22:20:20 PDT 2009,NO_QUERY,ssshrek,Home alone again 
0,2015048020,Wed Jun 03 03:32:15 PDT 2009,NO_QUERY,eheggart,@electric_blueee no worries. Going to give time for revision in class so you can ask me then. Rep sport cancelled... again 
4,2001030199,Mon Jun 01 23:38:20 PDT 2009,NO_QUERY,thejester100,@PapareBoy bwaha. You have been trolled 
